example_id,view_id,label,domain,source_name,source_group,action_id,frames_dir,frame_count,fps,center_frame,auxiliary_label,fold
hb_15_ Spain v Russia _ 2018 FIFA World Cup _ Match Highlights_7791349a30_c00955b4ac_f00000485,primary,0,native,hb_15_ Spain v Russia _ 2018 FIFA World Cup _ Match Highlights_7791349a30.mp4,native::hb_15_ Spain v Russia _ 2018 FIFA World Cup _ Match Highlights_7791349a30.mp4,,dataset/not_handball/hb_15_ Spain v Russia _ 2018 FIFA World Cup _ Match Highlights_7791349a30_c00955b4ac_f00000485/frames,41,50.0,485,,1
hb_24_ Miami & Orlando Handball Calls That Changed the Playoff Picture!_8242eb438e_aed467df8a_f00000246,primary,0,native,hb_24_ Miami & Orlando Handball Calls That Changed the Playoff Picture!_8242eb438e.mp4,native::hb_24_ Miami & Orlando Handball Calls That Changed the Playoff Picture!_8242eb438e.mp4,,dataset/not_handball/hb_24_ Miami & Orlando Handball Calls That Changed the Playoff Picture!_8242eb438e_aed467df8a_f00000246/frames,41,59.94005994005994,246,,3
hb_51_ Anthony Gordon's penalty doubles Newcastle's lead over Burnley _ Premier League _ NBC Sports_fd41cb7d83_bcc012d8a4_f00000756,primary,0,native,hb_51_ Anthony Gordon's penalty doubles Newcastle's lead over Burnley _ Premier League _ NBC Sports_fd41cb7d83.mp4,native::hb_51_ Anthony Gordon's penalty doubles Newcastle's lead over Burnley _ Premier League _ NBC Sports_fd41cb7d83.mp4,,dataset/not_handball/hb_51_ Anthony Gordon's penalty doubles Newcastle's lead over Burnley _ Premier League _ NBC Sports_fd41cb7d83_bcc012d8a4_f00000756/frames,41,29.97002997002997,756,,1
hb_57_ LA Galaxy v Real Salt Lake (5_03) - Handball_7322ed6d8d_7b3f6270f1_f00000256,primary,0,native,hb_57_ LA Galaxy v Real Salt Lake (5_03) - Handball_7322ed6d8d.mp4,native::hb_57_ LA Galaxy v Real Salt Lake (5_03) - Handball_7322ed6d8d.mp4,,dataset/not_handball/hb_57_ LA Galaxy v Real Salt Lake (5_03) - Handball_7322ed6d8d_7b3f6270f1_f00000256/frames,41,29.97002997002997,256,,2
hb_58_ New York City v Houston Dynamo (44_04) - Handball_d5aff45f5a_039d53e2c1_f00000333,primary,0,native,hb_58_ New York City v Houston Dynamo (44_04) - Handball_d5aff45f5a.mp4,native::hb_58_ New York City v Houston Dynamo (44_04) - Handball_d5aff45f5a.mp4,,dataset/not_handball/hb_58_ New York City v Houston Dynamo (44_04) - Handball_d5aff45f5a_039d53e2c1_f00000333/frames,41,29.97002997002997,333,,0
hb_62_ Houston Dynamo v Portland Timbers (31.40)_29ab492bc0_0b2e22cd14_f00001619,primary,0,native,hb_62_ Houston Dynamo v Portland Timbers (31.40)_29ab492bc0.mp4,native::hb_62_ Houston Dynamo v Portland Timbers (31.40)_29ab492bc0.mp4,,dataset/not_handball/hb_62_ Houston Dynamo v Portland Timbers (31.40)_29ab492bc0_0b2e22cd14_f00001619/frames,41,30.0,1619,,2
hb_66_ Philadelphia Union v Colorado Rapids (48.16)_ea1a7302b3_fc98e2098b_f00000039,primary,0,native,hb_66_ Philadelphia Union v Colorado Rapids (48.16)_ea1a7302b3.mp4,native::hb_66_ Philadelphia Union v Colorado Rapids (48.16)_ea1a7302b3.mp4,,dataset/not_handball/hb_66_ Philadelphia Union v Colorado Rapids (48.16)_ea1a7302b3_fc98e2098b_f00000039/frames,41,30.0,39,,4
nhb_13_ Spain vs Cape Verde Extended Highlights 🌎🏆 2026 FIFA World Cup™_465cfb43f1_36ae5eb12ca1_f00004817_negative_sample,primary,0,native,nhb_13_ Spain vs Cape Verde Extended Highlights 🌎🏆 2026 FIFA World Cup™_465cfb43f1.mp4,native::nhb_13_ Spain vs Cape Verde Extended Highlights 🌎🏆 2026 FIFA World Cup™_465cfb43f1.mp4,,dataset/not_handball/nhb_13_ Spain vs Cape Verde Extended Highlights 🌎🏆 2026 FIFA World Cup™_465cfb43f1_36ae5eb12ca1_f00004817_negative_sample/frames,41,59.94005994005994,4817,,1
nhb_13_ Spain vs Cape Verde Extended Highlights 🌎🏆 2026 FIFA World Cup™_465cfb43f1_36ae5eb12ca1_f00006316_negative_sample,primary,0,native,nhb_13_ Spain vs Cape Verde Extended Highlights 🌎🏆 2026 FIFA World Cup™_465cfb43f1.mp4,native::nhb_13_ Spain vs Cape Verde Extended Highlights 🌎🏆 2026 FIFA World Cup™_465cfb43f1.mp4,,dataset/not_handball/nhb_13_ Spain vs Cape Verde Extended Highlights 🌎🏆 2026 FIFA World Cup™_465cfb43f1_36ae5eb12ca1_f00006316_negative_sample/frames,41,59.94005994005994,6316,,1
nhb_13_ Spain vs Cape Verde Extended Highlights 🌎🏆 2026 FIFA World Cup™_465cfb43f1_36ae5eb12ca1_f00006616_negative_sample,primary,0,native,nhb_13_ Spain vs Cape Verde Extended Highlights 🌎🏆 2026 FIFA World Cup™_465cfb43f1.mp4,native::nhb_13_ Spain vs Cape Verde Extended Highlights 🌎🏆 2026 FIFA World Cup™_465cfb43f1.mp4,,dataset/not_handball/nhb_13_ Spain vs Cape Verde Extended Highlights 🌎🏆 2026 FIFA World Cup™_465cfb43f1_36ae5eb12ca1_f00006616_negative_sample/frames,41,59.94005994005994,6616,,1
nhb_14_ Netherlands vs Japan Extended Highlights 🌎🏆 2026 FIFA World Cup™_e87fde8722_e72beb90729d_f00005395_negative_sample,primary,0,native,nhb_14_ Netherlands vs Japan Extended Highlights 🌎🏆 2026 FIFA World Cup™_e87fde8722.mp4,native::nhb_14_ Netherlands vs Japan Extended Highlights 🌎🏆 2026 FIFA World Cup™_e87fde8722.mp4,,dataset/not_handball/nhb_14_ Netherlands vs Japan Extended Highlights 🌎🏆 2026 FIFA World Cup™_e87fde8722_e72beb90729d_f00005395_negative_sample/frames,41,59.94005994005994,5395,,2
nhb_14_ Netherlands vs Japan Extended Highlights 🌎🏆 2026 FIFA World Cup™_e87fde8722_e72beb90729d_f00005695_negative_sample,primary,0,native,nhb_14_ Netherlands vs Japan Extended Highlights 🌎🏆 2026 FIFA World Cup™_e87fde8722.mp4,native::nhb_14_ Netherlands vs Japan Extended Highlights 🌎🏆 2026 FIFA World Cup™_e87fde8722.mp4,,dataset/not_handball/nhb_14_ Netherlands vs Japan Extended Highlights 🌎🏆 2026 FIFA World Cup™_e87fde8722_e72beb90729d_f00005695_negative_sample/frames,41,59.94005994005994,5695,,2
nhb_14_ Netherlands vs Japan Extended Highlights 🌎🏆 2026 FIFA World Cup™_e87fde8722_e72beb90729d_f00005995_negative_sample,primary,0,native,nhb_14_ Netherlands vs Japan Extended Highlights 🌎🏆 2026 FIFA World Cup™_e87fde8722.mp4,native::nhb_14_ Netherlands vs Japan Extended Highlights 🌎🏆 2026 FIFA World Cup™_e87fde8722.mp4,,dataset/not_handball/nhb_14_ Netherlands vs Japan Extended Highlights 🌎🏆 2026 FIFA World Cup™_e87fde8722_e72beb90729d_f00005995_negative_sample/frames,41,59.94005994005994,5995,,2
nhb_15_ LAFC vs. Real Salt Lake ｜ Full Match Highlights ｜ Son SCORES AGAIN!_10254090e1_3a896c20cfeb_f00005395_negative_sample,primary,0,native,nhb_15_ LAFC vs. Real Salt Lake ｜ Full Match Highlights ｜ Son SCORES AGAIN!_10254090e1.mp4,native::nhb_15_ LAFC vs. Real Salt Lake ｜ Full Match Highlights ｜ Son SCORES AGAIN!_10254090e1.mp4,,dataset/not_handball/nhb_15_ LAFC vs. Real Salt Lake ｜ Full Match Highlights ｜ Son SCORES AGAIN!_10254090e1_3a896c20cfeb_f00005395_negative_sample/frames,41,59.94005994005994,5395,,4
nhb_15_ LAFC vs. Real Salt Lake ｜ Full Match Highlights ｜ Son SCORES AGAIN!_10254090e1_3a896c20cfeb_f00005695_negative_sample,primary,0,native,nhb_15_ LAFC vs. Real Salt Lake ｜ Full Match Highlights ｜ Son SCORES AGAIN!_10254090e1.mp4,native::nhb_15_ LAFC vs. Real Salt Lake ｜ Full Match Highlights ｜ Son SCORES AGAIN!_10254090e1.mp4,,dataset/not_handball/nhb_15_ LAFC vs. Real Salt Lake ｜ Full Match Highlights ｜ Son SCORES AGAIN!_10254090e1_3a896c20cfeb_f00005695_negative_sample/frames,41,59.94005994005994,5695,,4
nhb_15_ LAFC vs. Real Salt Lake ｜ Full Match Highlights ｜ Son SCORES AGAIN!_10254090e1_3a896c20cfeb_f00005995_negative_sample,primary,0,native,nhb_15_ LAFC vs. Real Salt Lake ｜ Full Match Highlights ｜ Son SCORES AGAIN!_10254090e1.mp4,native::nhb_15_ LAFC vs. Real Salt Lake ｜ Full Match Highlights ｜ Son SCORES AGAIN!_10254090e1.mp4,,dataset/not_handball/nhb_15_ LAFC vs. Real Salt Lake ｜ Full Match Highlights ｜ Son SCORES AGAIN!_10254090e1_3a896c20cfeb_f00005995_negative_sample/frames,41,59.94005994005994,5995,,4
nhb_16_ Houston Dynamo FC vs. D.C. United ｜ Full Match Highlights ｜ TIGHT FINISH!_21ed6c9722_98f1285b7879_f00005395_negative_sample,primary,0,native,nhb_16_ Houston Dynamo FC vs. D.C. United ｜ Full Match Highlights ｜ TIGHT FINISH!_21ed6c9722.mp4,native::nhb_16_ Houston Dynamo FC vs. D.C. United ｜ Full Match Highlights ｜ TIGHT FINISH!_21ed6c9722.mp4,,dataset/not_handball/nhb_16_ Houston Dynamo FC vs. D.C. United ｜ Full Match Highlights ｜ TIGHT FINISH!_21ed6c9722_98f1285b7879_f00005395_negative_sample/frames,41,59.94005994005994,5395,,3
nhb_16_ Houston Dynamo FC vs. D.C. United ｜ Full Match Highlights ｜ TIGHT FINISH!_21ed6c9722_98f1285b7879_f00005695_negative_sample,primary,0,native,nhb_16_ Houston Dynamo FC vs. D.C. United ｜ Full Match Highlights ｜ TIGHT FINISH!_21ed6c9722.mp4,native::nhb_16_ Houston Dynamo FC vs. D.C. United ｜ Full Match Highlights ｜ TIGHT FINISH!_21ed6c9722.mp4,,dataset/not_handball/nhb_16_ Houston Dynamo FC vs. D.C. United ｜ Full Match Highlights ｜ TIGHT FINISH!_21ed6c9722_98f1285b7879_f00005695_negative_sample/frames,41,59.94005994005994,5695,,3
nhb_16_ Houston Dynamo FC vs. D.C. United ｜ Full Match Highlights ｜ TIGHT FINISH!_21ed6c9722_98f1285b7879_f00029850_negative_sample,primary,0,native,nhb_16_ Houston Dynamo FC vs. D.C. United ｜ Full Match Highlights ｜ TIGHT FINISH!_21ed6c9722.mp4,native::nhb_16_ Houston Dynamo FC vs. D.C. United ｜ Full Match Highlights ｜ TIGHT FINISH!_21ed6c9722.mp4,,dataset/not_handball/nhb_16_ Houston Dynamo FC vs. D.C. United ｜ Full Match Highlights ｜ TIGHT FINISH!_21ed6c9722_98f1285b7879_f00029850_negative_sample/frames,41,59.94005994005994,29850,,3
nhb_17_ Brighton v. Manchester United ｜ PREMIER LEAGUE HIGHLIGHTS ｜ 5⧸24⧸2026 ｜ NBC Sports_afed6ea7fa_be95c5108362_f00008991_negative_sample,primary,0,native,nhb_17_ Brighton v. Manchester United ｜ PREMIER LEAGUE HIGHLIGHTS ｜ 5⧸24⧸2026 ｜ NBC Sports_afed6ea7fa.mp4,native::nhb_17_ Brighton v. Manchester United ｜ PREMIER LEAGUE HIGHLIGHTS ｜ 5⧸24⧸2026 ｜ NBC Sports_afed6ea7fa.mp4,,dataset/not_handball/nhb_17_ Brighton v. Manchester United ｜ PREMIER LEAGUE HIGHLIGHTS ｜ 5⧸24⧸2026 ｜ NBC Sports_afed6ea7fa_be95c5108362_f00008991_negative_sample/frames,41,29.970052059940105,8991,,4
nhb_17_ Brighton v. Manchester United ｜ PREMIER LEAGUE HIGHLIGHTS ｜ 5⧸24⧸2026 ｜ NBC Sports_afed6ea7fa_be95c5108362_f00009591_negative_sample,primary,0,native,nhb_17_ Brighton v. Manchester United ｜ PREMIER LEAGUE HIGHLIGHTS ｜ 5⧸24⧸2026 ｜ NBC Sports_afed6ea7fa.mp4,native::nhb_17_ Brighton v. Manchester United ｜ PREMIER LEAGUE HIGHLIGHTS ｜ 5⧸24⧸2026 ｜ NBC Sports_afed6ea7fa.mp4,,dataset/not_handball/nhb_17_ Brighton v. Manchester United ｜ PREMIER LEAGUE HIGHLIGHTS ｜ 5⧸24⧸2026 ｜ NBC Sports_afed6ea7fa_be95c5108362_f00009591_negative_sample/frames,41,29.970052059940105,9591,,4
nhb_17_ Brighton v. Manchester United ｜ PREMIER LEAGUE HIGHLIGHTS ｜ 5⧸24⧸2026 ｜ NBC Sports_afed6ea7fa_be95c5108362_f00014985_negative_sample,primary,0,native,nhb_17_ Brighton v. Manchester United ｜ PREMIER LEAGUE HIGHLIGHTS ｜ 5⧸24⧸2026 ｜ NBC Sports_afed6ea7fa.mp4,native::nhb_17_ Brighton v. Manchester United ｜ PREMIER LEAGUE HIGHLIGHTS ｜ 5⧸24⧸2026 ｜ NBC Sports_afed6ea7fa.mp4,,dataset/not_handball/nhb_17_ Brighton v. Manchester United ｜ PREMIER LEAGUE HIGHLIGHTS ｜ 5⧸24⧸2026 ｜ NBC Sports_afed6ea7fa_be95c5108362_f00014985_negative_sample/frames,41,29.970052059940105,14985,,4
nhb_18_ FULL MATCH ｜ BETIS 3 vs 5 FC BARCELONA ｜ LALIGA 2025⧸26 MD15 🔵🔴_09f2d7d41a_dadf0415e50f_f00005000_negative_sample,primary,0,native,nhb_18_ FULL MATCH ｜ BETIS 3 vs 5 FC BARCELONA ｜ LALIGA 2025⧸26 MD15 🔵🔴_09f2d7d41a.mp4,native::nhb_18_ FULL MATCH ｜ BETIS 3 vs 5 FC BARCELONA ｜ LALIGA 2025⧸26 MD15 🔵🔴_09f2d7d41a.mp4,,dataset/not_handball/nhb_18_ FULL MATCH ｜ BETIS 3 vs 5 FC BARCELONA ｜ LALIGA 2025⧸26 MD15 🔵🔴_09f2d7d41a_dadf0415e50f_f00005000_negative_sample/frames,41,25.0,5000,,1
nhb_18_ FULL MATCH ｜ BETIS 3 vs 5 FC BARCELONA ｜ LALIGA 2025⧸26 MD15 🔵🔴_09f2d7d41a_dadf0415e50f_f00125125_negative_sample,primary,0,native,nhb_18_ FULL MATCH ｜ BETIS 3 vs 5 FC BARCELONA ｜ LALIGA 2025⧸26 MD15 🔵🔴_09f2d7d41a.mp4,native::nhb_18_ FULL MATCH ｜ BETIS 3 vs 5 FC BARCELONA ｜ LALIGA 2025⧸26 MD15 🔵🔴_09f2d7d41a.mp4,,dataset/not_handball/nhb_18_ FULL MATCH ｜ BETIS 3 vs 5 FC BARCELONA ｜ LALIGA 2025⧸26 MD15 🔵🔴_09f2d7d41a_dadf0415e50f_f00125125_negative_sample/frames,41,25.0,125125,,1
nhb_18_ FULL MATCH ｜ BETIS 3 vs 5 FC BARCELONA ｜ LALIGA 2025⧸26 MD15 🔵🔴_09f2d7d41a_dadf0415e50f_f00125250_negative_sample,primary,0,native,nhb_18_ FULL MATCH ｜ BETIS 3 vs 5 FC BARCELONA ｜ LALIGA 2025⧸26 MD15 🔵🔴_09f2d7d41a.mp4,native::nhb_18_ FULL MATCH ｜ BETIS 3 vs 5 FC BARCELONA ｜ LALIGA 2025⧸26 MD15 🔵🔴_09f2d7d41a.mp4,,dataset/not_handball/nhb_18_ FULL MATCH ｜ BETIS 3 vs 5 FC BARCELONA ｜ LALIGA 2025⧸26 MD15 🔵🔴_09f2d7d41a_dadf0415e50f_f00125250_negative_sample/frames,41,25.0,125250,,1
nhb_18_ FULL MATCH ｜ BETIS 3 vs 5 FC BARCELONA ｜ LALIGA 2025⧸26 MD15 🔵🔴_09f2d7d41a_dadf0415e50f_f00150625_negative_sample,primary,0,native,nhb_18_ FULL MATCH ｜ BETIS 3 vs 5 FC BARCELONA ｜ LALIGA 2025⧸26 MD15 🔵🔴_09f2d7d41a.mp4,native::nhb_18_ FULL MATCH ｜ BETIS 3 vs 5 FC BARCELONA ｜ LALIGA 2025⧸26 MD15 🔵🔴_09f2d7d41a.mp4,,dataset/not_handball/nhb_18_ FULL MATCH ｜ BETIS 3 vs 5 FC BARCELONA ｜ LALIGA 2025⧸26 MD15 🔵🔴_09f2d7d41a_dadf0415e50f_f00150625_negative_sample/frames,41,25.0,150625,,1
nhb_18_ FULL MATCH ｜ BETIS 3 vs 5 FC BARCELONA ｜ LALIGA 2025⧸26 MD15 🔵🔴_09f2d7d41a_dadf0415e50f_f00150750_negative_sample,primary,0,native,nhb_18_ FULL MATCH ｜ BETIS 3 vs 5 FC BARCELONA ｜ LALIGA 2025⧸26 MD15 🔵🔴_09f2d7d41a.mp4,native::nhb_18_ FULL MATCH ｜ BETIS 3 vs 5 FC BARCELONA ｜ LALIGA 2025⧸26 MD15 🔵🔴_09f2d7d41a.mp4,,dataset/not_handball/nhb_18_ FULL MATCH ｜ BETIS 3 vs 5 FC BARCELONA ｜ LALIGA 2025⧸26 MD15 🔵🔴_09f2d7d41a_dadf0415e50f_f00150750_negative_sample/frames,41,25.0,150750,,1
nhb_18_ FULL MATCH ｜ BETIS 3 vs 5 FC BARCELONA ｜ LALIGA 2025⧸26 MD15 🔵🔴_09f2d7d41a_dadf0415e50f_f00151000_negative_sample,primary,0,native,nhb_18_ FULL MATCH ｜ BETIS 3 vs 5 FC BARCELONA ｜ LALIGA 2025⧸26 MD15 🔵🔴_09f2d7d41a.mp4,native::nhb_18_ FULL MATCH ｜ BETIS 3 vs 5 FC BARCELONA ｜ LALIGA 2025⧸26 MD15 🔵🔴_09f2d7d41a.mp4,,dataset/not_handball/nhb_18_ FULL MATCH ｜ BETIS 3 vs 5 FC BARCELONA ｜ LALIGA 2025⧸26 MD15 🔵🔴_09f2d7d41a_dadf0415e50f_f00151000_negative_sample/frames,41,25.0,151000,,1
nhb_19_ Belgium v Japan ｜ 2018 FIFA World Cup ｜ Full Match_9b24a023d3_7e5591751c21_f00000020_negative_sample,primary,0,native,nhb_19_ Belgium v Japan ｜ 2018 FIFA World Cup ｜ Full Match_9b24a023d3.mp4,native::nhb_19_ Belgium v Japan ｜ 2018 FIFA World Cup ｜ Full Match_9b24a023d3.mp4,,dataset/not_handball/nhb_19_ Belgium v Japan ｜ 2018 FIFA World Cup ｜ Full Match_9b24a023d3_7e5591751c21_f00000020_negative_sample/frames,41,30.0,20,,3
nhb_19_ Belgium v Japan ｜ 2018 FIFA World Cup ｜ Full Match_9b24a023d3_7e5591751c21_f00009150_negative_sample,primary,0,native,nhb_19_ Belgium v Japan ｜ 2018 FIFA World Cup ｜ Full Match_9b24a023d3.mp4,native::nhb_19_ Belgium v Japan ｜ 2018 FIFA World Cup ｜ Full Match_9b24a023d3.mp4,,dataset/not_handball/nhb_19_ Belgium v Japan ｜ 2018 FIFA World Cup ｜ Full Match_9b24a023d3_7e5591751c21_f00009150_negative_sample/frames,41,30.0,9150,,3
nhb_19_ Belgium v Japan ｜ 2018 FIFA World Cup ｜ Full Match_9b24a023d3_7e5591751c21_f00009300_negative_sample,primary,0,native,nhb_19_ Belgium v Japan ｜ 2018 FIFA World Cup ｜ Full Match_9b24a023d3.mp4,native::nhb_19_ Belgium v Japan ｜ 2018 FIFA World Cup ｜ Full Match_9b24a023d3.mp4,,dataset/not_handball/nhb_19_ Belgium v Japan ｜ 2018 FIFA World Cup ｜ Full Match_9b24a023d3_7e5591751c21_f00009300_negative_sample/frames,41,30.0,9300,,3
nhb_19_ Belgium v Japan ｜ 2018 FIFA World Cup ｜ Full Match_9b24a023d3_7e5591751c21_f00015450_negative_sample,primary,0,native,nhb_19_ Belgium v Japan ｜ 2018 FIFA World Cup ｜ Full Match_9b24a023d3.mp4,native::nhb_19_ Belgium v Japan ｜ 2018 FIFA World Cup ｜ Full Match_9b24a023d3.mp4,,dataset/not_handball/nhb_19_ Belgium v Japan ｜ 2018 FIFA World Cup ｜ Full Match_9b24a023d3_7e5591751c21_f00015450_negative_sample/frames,41,30.0,15450,,3
nhb_19_ Belgium v Japan ｜ 2018 FIFA World Cup ｜ Full Match_9b24a023d3_7e5591751c21_f00015600_negative_sample,primary,0,native,nhb_19_ Belgium v Japan ｜ 2018 FIFA World Cup ｜ Full Match_9b24a023d3.mp4,native::nhb_19_ Belgium v Japan ｜ 2018 FIFA World Cup ｜ Full Match_9b24a023d3.mp4,,dataset/not_handball/nhb_19_ Belgium v Japan ｜ 2018 FIFA World Cup ｜ Full Match_9b24a023d3_7e5591751c21_f00015600_negative_sample/frames,41,30.0,15600,,3
nhb_19_ Belgium v Japan ｜ 2018 FIFA World Cup ｜ Full Match_9b24a023d3_7e5591751c21_f00075000_negative_sample,primary,0,native,nhb_19_ Belgium v Japan ｜ 2018 FIFA World Cup ｜ Full Match_9b24a023d3.mp4,native::nhb_19_ Belgium v Japan ｜ 2018 FIFA World Cup ｜ Full Match_9b24a023d3.mp4,,dataset/not_handball/nhb_19_ Belgium v Japan ｜ 2018 FIFA World Cup ｜ Full Match_9b24a023d3_7e5591751c21_f00075000_negative_sample/frames,41,30.0,75000,,3
nhb_19_ Belgium v Japan ｜ 2018 FIFA World Cup ｜ Full Match_9b24a023d3_7e5591751c21_f00075150_negative_sample,primary,0,native,nhb_19_ Belgium v Japan ｜ 2018 FIFA World Cup ｜ Full Match_9b24a023d3.mp4,native::nhb_19_ Belgium v Japan ｜ 2018 FIFA World Cup ｜ Full Match_9b24a023d3.mp4,,dataset/not_handball/nhb_19_ Belgium v Japan ｜ 2018 FIFA World Cup ｜ Full Match_9b24a023d3_7e5591751c21_f00075150_negative_sample/frames,41,30.0,75150,,3
nhb_19_ Belgium v Japan ｜ 2018 FIFA World Cup ｜ Full Match_9b24a023d3_7e5591751c21_f00075300_negative_sample,primary,0,native,nhb_19_ Belgium v Japan ｜ 2018 FIFA World Cup ｜ Full Match_9b24a023d3.mp4,native::nhb_19_ Belgium v Japan ｜ 2018 FIFA World Cup ｜ Full Match_9b24a023d3.mp4,,dataset/not_handball/nhb_19_ Belgium v Japan ｜ 2018 FIFA World Cup ｜ Full Match_9b24a023d3_7e5591751c21_f00075300_negative_sample/frames,41,30.0,75300,,3
nhb_19_ Belgium v Japan ｜ 2018 FIFA World Cup ｜ Full Match_9b24a023d3_7e5591751c21_f00150000_negative_sample,primary,0,native,nhb_19_ Belgium v Japan ｜ 2018 FIFA World Cup ｜ Full Match_9b24a023d3.mp4,native::nhb_19_ Belgium v Japan ｜ 2018 FIFA World Cup ｜ Full Match_9b24a023d3.mp4,,dataset/not_handball/nhb_19_ Belgium v Japan ｜ 2018 FIFA World Cup ｜ Full Match_9b24a023d3_7e5591751c21_f00150000_negative_sample/frames,41,30.0,150000,,3
nhb_19_ Belgium v Japan ｜ 2018 FIFA World Cup ｜ Full Match_9b24a023d3_7e5591751c21_f00150150_negative_sample,primary,0,native,nhb_19_ Belgium v Japan ｜ 2018 FIFA World Cup ｜ Full Match_9b24a023d3.mp4,native::nhb_19_ Belgium v Japan ｜ 2018 FIFA World Cup ｜ Full Match_9b24a023d3.mp4,,dataset/not_handball/nhb_19_ Belgium v Japan ｜ 2018 FIFA World Cup ｜ Full Match_9b24a023d3_7e5591751c21_f00150150_negative_sample/frames,41,30.0,150150,,3
nhb_20_ Netherlands v Mexico ｜ 2014 FIFA World Cup ｜ Full Match_44fc0a797a_f443b98b2e54_f00010000_negative_sample,primary,0,native,nhb_20_ Netherlands v Mexico ｜ 2014 FIFA World Cup ｜ Full Match_44fc0a797a.mp4,native::nhb_20_ Netherlands v Mexico ｜ 2014 FIFA World Cup ｜ Full Match_44fc0a797a.mp4,,dataset/not_handball/nhb_20_ Netherlands v Mexico ｜ 2014 FIFA World Cup ｜ Full Match_44fc0a797a_f443b98b2e54_f00010000_negative_sample/frames,41,25.0,10000,,0
nhb_20_ Netherlands v Mexico ｜ 2014 FIFA World Cup ｜ Full Match_44fc0a797a_f443b98b2e54_f00010125_negative_sample,primary,0,native,nhb_20_ Netherlands v Mexico ｜ 2014 FIFA World Cup ｜ Full Match_44fc0a797a.mp4,native::nhb_20_ Netherlands v Mexico ｜ 2014 FIFA World Cup ｜ Full Match_44fc0a797a.mp4,,dataset/not_handball/nhb_20_ Netherlands v Mexico ｜ 2014 FIFA World Cup ｜ Full Match_44fc0a797a_f443b98b2e54_f00010125_negative_sample/frames,41,25.0,10125,,0
nhb_20_ Netherlands v Mexico ｜ 2014 FIFA World Cup ｜ Full Match_44fc0a797a_f443b98b2e54_f00010250_negative_sample,primary,0,native,nhb_20_ Netherlands v Mexico ｜ 2014 FIFA World Cup ｜ Full Match_44fc0a797a.mp4,native::nhb_20_ Netherlands v Mexico ｜ 2014 FIFA World Cup ｜ Full Match_44fc0a797a.mp4,,dataset/not_handball/nhb_20_ Netherlands v Mexico ｜ 2014 FIFA World Cup ｜ Full Match_44fc0a797a_f443b98b2e54_f00010250_negative_sample/frames,41,25.0,10250,,0
nhb_20_ Netherlands v Mexico ｜ 2014 FIFA World Cup ｜ Full Match_44fc0a797a_f443b98b2e54_f00020000_negative_sample,primary,0,native,nhb_20_ Netherlands v Mexico ｜ 2014 FIFA World Cup ｜ Full Match_44fc0a797a.mp4,native::nhb_20_ Netherlands v Mexico ｜ 2014 FIFA World Cup ｜ Full Match_44fc0a797a.mp4,,dataset/not_handball/nhb_20_ Netherlands v Mexico ｜ 2014 FIFA World Cup ｜ Full Match_44fc0a797a_f443b98b2e54_f00020000_negative_sample/frames,41,25.0,20000,,0
nhb_20_ Netherlands v Mexico ｜ 2014 FIFA World Cup ｜ Full Match_44fc0a797a_f443b98b2e54_f00050000_negative_sample,primary,0,native,nhb_20_ Netherlands v Mexico ｜ 2014 FIFA World Cup ｜ Full Match_44fc0a797a.mp4,native::nhb_20_ Netherlands v Mexico ｜ 2014 FIFA World Cup ｜ Full Match_44fc0a797a.mp4,,dataset/not_handball/nhb_20_ Netherlands v Mexico ｜ 2014 FIFA World Cup ｜ Full Match_44fc0a797a_f443b98b2e54_f00050000_negative_sample/frames,41,25.0,50000,,0
nhb_20_ Netherlands v Mexico ｜ 2014 FIFA World Cup ｜ Full Match_44fc0a797a_f443b98b2e54_f00050125_negative_sample,primary,0,native,nhb_20_ Netherlands v Mexico ｜ 2014 FIFA World Cup ｜ Full Match_44fc0a797a.mp4,native::nhb_20_ Netherlands v Mexico ｜ 2014 FIFA World Cup ｜ Full Match_44fc0a797a.mp4,,dataset/not_handball/nhb_20_ Netherlands v Mexico ｜ 2014 FIFA World Cup ｜ Full Match_44fc0a797a_f443b98b2e54_f00050125_negative_sample/frames,41,25.0,50125,,0
nhb_20_ Netherlands v Mexico ｜ 2014 FIFA World Cup ｜ Full Match_44fc0a797a_f443b98b2e54_f00050250_negative_sample,primary,0,native,nhb_20_ Netherlands v Mexico ｜ 2014 FIFA World Cup ｜ Full Match_44fc0a797a.mp4,native::nhb_20_ Netherlands v Mexico ｜ 2014 FIFA World Cup ｜ Full Match_44fc0a797a.mp4,,dataset/not_handball/nhb_20_ Netherlands v Mexico ｜ 2014 FIFA World Cup ｜ Full Match_44fc0a797a_f443b98b2e54_f00050250_negative_sample/frames,41,25.0,50250,,0
nhb_20_ Netherlands v Mexico ｜ 2014 FIFA World Cup ｜ Full Match_44fc0a797a_f443b98b2e54_f00100125_negative_sample,primary,0,native,nhb_20_ Netherlands v Mexico ｜ 2014 FIFA World Cup ｜ Full Match_44fc0a797a.mp4,native::nhb_20_ Netherlands v Mexico ｜ 2014 FIFA World Cup ｜ Full Match_44fc0a797a.mp4,,dataset/not_handball/nhb_20_ Netherlands v Mexico ｜ 2014 FIFA World Cup ｜ Full Match_44fc0a797a_f443b98b2e54_f00100125_negative_sample/frames,41,25.0,100125,,0
